,general_year,general_make,general_model,general_trim,general_fuelType,general_roofType,general_mileage,general_transmission,general_dashWarningLights,general_additionalWarranty,general_transferableWarranty,general_warrantyProvider,outside_liftgateOperation,outside_rustCorrosion,outside_bodyDentsDingsHailDamage,outside_collisionDamage,outside_paintFinish,outside_WindshieldGlass,outside_wiperBlades,outside_washerSprayNozzels,outside_driverSideMirror,outside_driverSideMirrorHeater,outside_passengerSideMirror,outside_passengerSideMirrorHeater,outside_driverFrontWindowGlass,outside_driverFrontWindowGlassOperation,outside_driverRearWindowGlass,outside_driverRearWindowGlassOperation,outside_passengerFrontWindowGlass,outside_passengerFrontWindowGlassOperation,outside_passengerRearWindowGlass,outside_passengerRearWindowGlassOperation,outside_driverPowerSlidingDoors,outside_passengerPowerSlidingDoors,outside_paintScratches,outside_additionalIssuesExterior,tires_driverFrontCondition,tires_driverFrontValveStemCondition,tires_driverFrontTreadDepth,tires_driverFrontPressure,tires_driverFrontBrakePad,tires_driverFrontBreakPadMeasurement,tires_driverFrontRotorCondition,tires_driverFrontSideSwayBar,tires_driverFrontShockStrut,tires_driverFrontCV,tires_driverRearCondition,tires_driverRearValveStemCondition,tires_driverRearTreadDepth,tires_driverRearPressure,tires_driverRearBrakePad,tires_driverRearBreakPadMeasurement,tires_driverRearRotorCondition,tires_driverRearSideSwayBar,tires_driverRearShockStrut,tires_driverRearCV,tires_passengerRearCondition,tires_passengerRearValveStemCondition,tires_passengerRearTreadDepth,tires_passengerRearPressure,tires_passengerRearBrakePad,tires_passengerRearBreakPadMeasurement,tires_passengerRearRotorCondition,tires_passengerRearSideSwayBar,tires_passengerRearShockStrut,tires_passengerRearCV,tires_passengerFrontCondition,tires_passengerFrontValveStemCondition,tires_passengerFrontTreadDepth,tires_passengerFrontBrakePad,tires_passengerFrontBreakPadMeasurement,tires_passengerFrontRotorCondition,tires_passengerFrontSideSwayBar,tires_passengerFrontShockStrut,tires_passengerFrontCV,tires_passengerFrontPressure,tires_aftermarketWheelsTires,tires_oemAvailable,tires_driverFrontTireCondition,tires_driverRearTireCondition,tires_passengerRearTireCondition,tires_passengerFrontTireCondition,tires_oemFactoryWheelsAvailable,tires_extraSetOfWheelsTiresAvailable,tires_secondSetOfTirePartOfDeal,tires_additionalIssuesTires,under_vehicle_frontDifferential,under_vehicle_frontDriveShaft,under_vehicle_transferCase,under_vehicle_rearDriveShaft,under_vehicle_rearDifferential,under_vehicle_mufflerExhaustTips,under_vehicle_additionalIssuesUnderVehicle,under_the_hood_batteryStrength,under_the_hood_engineOilLevel,under_the_hood_engineOilCondition,under_the_hood_powerSteeringFluid,under_the_hood_starter,under_the_hood_driveBelts,under_the_hood_radiatorHosesClamps,under_the_hood_coolantOverflowTank,under_the_hood_brakeFluid,under_the_hood_brakeMasterCylinder,under_the_hood_coolantStrength,under_the_hood_coolantStrengthMeasurement,under_the_hood_transmissionFluid,under_the_hood_waterPumpNoiseLeaks,under_the_hood_alternator,under_the_hood_fuelSystemOperation,under_the_hood_coolingFanOperation,under_the_hood_acCompressorOperation,under_the_hood_acSystemLeaks,under_the_hood_batteryRating,under_the_hood_batteryActualMeasurement,under_the_hood_visibleOilLeaks,under_the_hood_additionalIssuesUnderHood,lighting_interiorLights,lighting_headlightsLowBeam,lighting_headlightsHighBeam,lighting_frontDRL,lighting_frontSignalLights,lighting_sideMarkerLights,lighting_fogLights,lighting_reverseLights,lighting_rearSignalLights,lighting_emergency4WayFlashers,lighting_brakeLights,lighting_tailLights,lighting_licensePlateLight,lighting_additionalIssuesLighting,interior_navigationOperation,interior_audioSystem,interior_audioSteeringWheelControls,interior_cigaretteLighterPowerOutlets,interior_rearCamera,interior_carpetFloorMats,interior_odors,interior_rearWindowDefrostOperation,interior_seats,interior_seatBelts,interior_powerSeatOperation,interior_driverFrontSeatHeater,interior_driverRearSeatHeater,interior_passengerRearSeatHeater,interior_passengerFrontSeatHeater,interior_headrests,interior_dashboard,interior_rearViewMirror,interior_headliner,interior_sunroofOperation,interior_waterLeaks,interior_sunVisors,interior_driverFrontDoorTrim,interior_driverRearDoorTrim,interior_passengerFrontDoorTrim,interior_passengerRearDoorTrim,interior_gloveBoxCenterConsole,interior_steeringWheelSteeringColumn,interior_horn,interior_doorHandles,interior_hoodRelease,interior_trunkRelease,interior_fuelDoorRelease,interior_spareTire,interior_spareTireTools,interior_keyFobCondition,interior_numberOfKeysFobs,interior_numberOfWorkingKeysFobs,interior_acOperationBlowsCold,interior_gloveBox,interior_centerConsole,interior_steeringWheel,interior_carSmokedIn,interior_conditionOfSeats,interior_numberOfKeysFobsDeclared,interior_navigationEquipped,interior_rearCameraEquipped,interior_sunroofEquipped,interior_seatsMaterial,interior_additionalIssuesInterior,interior_evChargingKit,test_drive_engineRPMIdle,test_drive_engine3000RPM,test_drive_vibrationWhileDriving,test_drive_vibrationWhileBraking,test_drive_steeringWheelStraight,test_drive_alignmentCheck,test_drive_cruiseControl,test_drive_parkingBreak,test_drive_automaticManualTransmissionShift,test_drive_clutchOperationEngagement,test_drive_abnormalWindNoise,test_drive_alignment,test_drive_brakingSystem,test_drive_cabinHeatBlowsHot,test_drive_testDriveCompleted,test_drive_acOperationBlowsCold,test_drive_testDriveStatus,test_drive_additionalIssuesTestDrive,bid_start,created_at,vehicle_lead_source,seller_type,valuation_autozen_low,valuation_autozen_high,valuation_cbb_trade_in_low,valuation_cbb_trade_in_high,valuation_highest_bid_amount,valuation_seller_asking_price,valuation_starting_price,car_age,month_of_year,Predicted_75_lower_bound,Predicted_75_upper_bound,Predicted_price
1053,2013,BMW,X3,xDrive28i 4D Utility,gasoline,hardTop,114907.0,automatic,no,no,no,,ok,ok,serviceSuggested,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,serviceSuggested,ok,,5.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,6.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,7.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,5.0,ok,6.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,notAvailable,ok,ok,serviceRequired,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,musky,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,1.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,13700.0,2022-03-10 20:03:07,MQL,consumer,11780.0,13025.0,11437.0,12646.0,13800.0,0.0,13600.0,10,3,13241.048351089954,14326.532490541465,13498.877
1247,2013,BMW,1 Series,128i 2D Coupe,gasoline,hardTop,149000.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,serviceSuggested,,10.0,32.0,ok,8.0,ok,ok,ok,notAvailable,ok,,10.0,32.0,ok,6.0,ok,ok,ok,notAvailable,serviceSuggested,,10.0,32.0,ok,6.0,ok,ok,ok,notAvailable,serviceSuggested,,10.0,ok,8.0,ok,ok,ok,notAvailable,32.0,,,ok,ok,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,ok,ok,,ok,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,,,,,,notAvailable,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,no,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,no,ok,1.0,yes,yes,yes,cloth,ok,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,13000.0,2022-02-24 21:36:24,DDC,consumer,8593.0,9442.0,8343.0,9167.0,8851.0,0.0,13000.0,10,2,8836.609427143845,9892.533292381564,8876.5
835,2018,Kia,Sorento,LX 4D Utility at 2WD,gasoline,hardTop,54589.0,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,-52.0,notAvailable,notAvailable,ok,ok,ok,ok,ok,12.0,14.0,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,serviceRequired,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,2.0,2.0,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,Ok,ok,,,,,,16155.0,2021-03-08 23:42:24,DDC,consumer,16700.0,19000.0,12190.0,17170.0,,,16700.0,5,3,15535.290295360748,17094.976032835188,15025.327
1139,2014,Volkswagen,CC,Sportline 4D Coupe 2.0 TSI at,gasoline,hardTop,83117.0,automatic,yes,yes,unknown,vw,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,ok,,10.0,32.0,ok,6.0,serviceSuggested,notAvailable,ok,notAvailable,ok,,8.0,32.0,ok,5.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,7.0,32.0,ok,5.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,10.0,ok,6.0,ok,notAvailable,ok,notAvailable,32.0,,,ok,ok,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,notAvailable,ok,ok,serviceRequired,ok,ok,ok,ok,notAvailable,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,notAvailable,ok,,ok,,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,1.0,no,no,no,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,11100.0,2022-02-25 20:01:05,MQL,consumer,11585.0,12625.0,11248.0,12257.0,11933.0,,11933.0,9,2,12122.804695592207,12394.314235251828,11980.62
870,2015,Hyundai,Genesis Coupe,3.8L GT 2D Coupe at,gasoline,hardTop,50600.0,automatic,no,unknown,unknown,,ok,ok,ok,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,ok,,7.0,35.0,serviceRequired,,ok,ok,ok,ok,serviceSuggested,,7.0,35.0,serviceRequired,,ok,ok,ok,ok,ok,,7.0,35.0,notAvailable,,ok,ok,ok,ok,serviceSuggested,,7.0,serviceRequired,,ok,ok,ok,ok,35.0,,,ok,ok,ok,ok,yes,yes,yes,,notAvailable,,notAvailable,,ok,ok,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,notAvailable,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,no,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,2.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,17812.0,2022-02-24 18:00:28,DDC,consumer,17293.0,18830.0,16789.0,18282.0,17812.0,,17812.0,8,2,17785.167903347763,19642.16025622074,18074.719
409,2018,Mazda,CX-5,GS 4D Utility AWD,gasoline,hardTop,29700.0,automatic,no,unknown,unknown,,notAvailable,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,no,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,1.0,no,yes,yes,cloth,ok,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,,ok,ok,ok,28003.0,2022-02-08 19:05:28,DDC,consumer,27187.0,29607.0,26395.0,28745.0,29900.0,,28003.0,5,2,29823.45390506249,29798.292165381074,29482.758
1170,2018,Kia,Rio,EX 5D Hatchback at,gasoline,hardTop,67583.0,automatic,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,serviceSuggested,ok,serviceSuggested,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,-42.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,notAvailable,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,notAvailable,ok,,notAvailable,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,notAvailable,ok,ok,ok,ok,2.0,2.0,ok,ok,ok,ok,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,11325.0,2021-05-14 01:58:37,DDC,consumer,11325.0,12370.0,10486.0,11454.0,11325.0,12150.0,11325.0,5,5,10833.531848057355,11983.345521157327,11702.357
480,2022,Kia,Forte,EX Premium 4D Sedan at,gasoline,hardTop,1500.0,automatic,no,no,no,,notAvailable,serviceRequired,ok,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,ok,notAvailable,ok,ok,notAvailable,ok,ok,ok,ok,notAvailable,,,,,,notAvailable,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,notAvailable,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,ok,ok,no,yes,ok,,1.0,,,ok,ok,no,ok,1.0,no,no,no,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,27139.0,2022-02-25 20:01:05,DDC,consumer,25399.0,27659.0,24659.0,26853.0,27250.0,0.0,26161.0,1,2,27160.494731596984,27658.73004643204,27599.258
1001,2015,Hyundai,Santa Fe Sport,Limited 4D Util 2.0T AWD at,gasoline,hardTop,138412.0,automatic,no,yes,unknown,,ok,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,ok,,8.0,30.0,ok,5.0,ok,ok,ok,ok,ok,,6.0,31.0,ok,5.0,ok,ok,ok,notAvailable,serviceSuggested,,6.0,31.0,ok,5.0,ok,ok,ok,notAvailable,ok,,7.0,ok,5.0,ok,ok,ok,ok,30.0,,,ok,ok,serviceSuggested,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,serviceRequired,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,notAvailable,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,2.0,yes,yes,no,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,14444.0,2021-10-13 17:57:37,MQL,consumer,14444.0,15747.0,13374.0,14581.0,14800.0,,14444.0,8,10,14752.512969669742,15024.600571464656,14822.948
927,2015,Toyota,Corolla,LE 4D Sedan at,gasoline,hardTop,20228.0,automatic,no,unknown,unknown,,ok,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,,5.0,32.0,ok,8.0,ok,ok,ok,notAvailable,ok,,6.0,32.0,ok,6.0,ok,ok,ok,notAvailable,ok,,6.0,32.0,ok,7.0,ok,ok,ok,notAvailable,ok,,6.0,ok,7.0,ok,ok,ok,notAvailable,32.0,,,ok,ok,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,notAvailable,ok,ok,ok,notAvailable,notAvailable,ok,notAvailable,notAvailable,ok,ok,ok,,,,,,ok,,ok,,,,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,notAvailable,,notAvailable,ok,no,ok,,ok,notAvailable,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,notAvailable,ok,notAvailable,notAvailable,ok,,1.0,,,ok,ok,no,ok,1.0,no,no,no,cloth,,,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,,ok,ok,,16600.0,2022-02-08 02:34:09,MQL,consumer,13431.0,14640.0,13040.0,14214.0,16500.0,0.0,17000.0,8,2,15817.882427358658,18362.657115875434,16571.705
116,2019,Jeep,Wrangler,Unlimited Sahara 4D Utility 4WD,gasoline,hardTop,49710.0,automatic,no,unknown,unknown,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-40.0,notAvailable,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,No,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,46700.0,2021-08-27 19:01:09,DDC,consumer,33314.0,36267.0,30846.0,33581.0,48100.0,57000.0,33314.0,4,8,48153.227305130116,48766.63109465526,47814.242
790,2015,Jeep,Cherokee,Limited 4D Utility 4WD,gasoline,hardTop,47464.0,automatic,no,no,no,,ok,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,serviceSuggested,,2.0,30.0,serviceRequired,3.0,ok,ok,ok,ok,ok,,5.0,31.0,serviceRequired,3.0,ok,ok,ok,notAvailable,ok,,5.0,30.0,serviceRequired,3.0,ok,ok,ok,notAvailable,serviceSuggested,,2.0,serviceRequired,3.0,ok,ok,ok,ok,32.0,,,serviceRequired,ok,ok,serviceRequired,yes,no,no,ok,notAvailable,,notAvailable,,notAvailable,ok,,serviceRequired,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,ok,ok,ok,ok,ok,yes,yes,serviceSuggested,,1.0,,,ok,ok,no,ok,1.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,19340.0,2022-03-04 17:30:30,MQL,consumer,18777.0,20446.0,18230.0,19850.0,19340.0,,19340.0,8,3,19294.66091079495,20727.19513073409,19687.379
979,2014,BMW,5 Series,535d xDrive 4D Sedan,gasoline,hardTop,122894.0,automatic,yes,yes,yes,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,,6.0,35.0,ok,7.0,ok,ok,ok,ok,ok,,5.0,41.0,serviceSuggested,4.0,ok,notAvailable,ok,ok,ok,,6.0,41.0,serviceSuggested,4.0,ok,notAvailable,ok,ok,serviceSuggested,,6.0,ok,7.0,ok,ok,ok,ok,35.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,,,,,,,,,,,,,,,serviceSuggested,,serviceSuggested,,,,,,,,,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,,,,2.0,yes,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,yes,ok,,,19000.0,2021-10-08 19:05:07,DDC,consumer,19000.0,18603.0,15762.0,17225.0,15100.0,0.0,19000.0,9,10,15032.56155897518,16509.407142831544,15559.832
909,2013,Land Rover,Range Rover Evoque,Pure Plus 4D Utility,gasoline,hardTop,97000.0,automatic,no,no,no,,ok,ok,serviceRequired,ok,serviceRequired,serviceSuggested,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,ok,,9.0,32.0,ok,9.0,ok,ok,ok,ok,ok,,9.0,32.0,ok,9.0,ok,ok,ok,ok,ok,,9.0,32.0,ok,8.0,ok,ok,ok,ok,ok,,9.0,ok,9.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,no,ok,2.0,yes,no,no,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,,ok,ok,ok,18634.0,2022-02-09 20:02:08,MQL,consumer,18091.0,19750.0,17564.0,19175.0,17000.0,0.0,18634.0,10,2,16974.128427834487,18836.559266271583,17331.86
836,2018,Toyota,C-HR,XLE 4D Utility,gasoline,hardTop,32616.0,automatic,no,no,no,Toyota,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,8.0,30.0,ok,7.0,ok,ok,ok,ok,serviceSuggested,ok,9.0,30.0,serviceSuggested,4.0,ok,notAvailable,ok,notAvailable,serviceSuggested,ok,8.0,30.0,serviceSuggested,4.0,ok,notAvailable,ok,notAvailable,serviceSuggested,ok,8.0,ok,7.0,ok,notAvailable,ok,ok,30.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,serviceSuggested,ok,-38.0,ok,ok,ok,ok,ok,ok,serviceRequired,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,No,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,18465.0,2021-07-26 23:01:07,DDC,consumer,18465.0,20105.0,17097.0,18616.0,18465.0,,18465.0,5,7,18343.623226794865,19857.068653330145,18783.848
277,2019,Chrysler,Pacifica,Limited 4D Wagon,gasoline,hardTop,17628.0,automatic,yes,yes,yes,Chrysler,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceRequired,,serviceSuggested,ok,7.0,35.0,ok,7.0,ok,ok,ok,ok,serviceSuggested,ok,7.0,35.0,serviceSuggested,5.0,ok,ok,ok,ok,serviceSuggested,ok,7.0,35.0,serviceSuggested,5.0,ok,ok,ok,ok,serviceSuggested,ok,7.0,ok,7.0,ok,ok,ok,ok,35.0,,,ok,ok,ok,serviceRequired,yes,no,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,-45.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,No,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,1.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,35538.0,2021-08-06 19:01:08,MQL,consumer,35538.0,38694.0,32906.0,35828.0,35538.0,,35538.0,4,8,35417.278841595704,35710.56551001874,35930.625
